Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,serie,samename,metaNoteQ,serieB
5215,AMF Bowling World Lanes,Wii,2008.0,Sports,Bethesda Softworks,0.33,0.0,0.0,0.03,0.36,AMF Bowling World Lanes,1.0,3.0,1.1,10.0,,1,1,0
5216,MechAssault 2: Lone Wolf,XB,2004.0,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36,MechAssault 2: Lone Wolf,81.0,66.0,7.6,26.0,BattleTech,1,4,1
5219,Breath of Fire II,SNES,1994.0,Role-Playing,Laguna,0.0,0.0,0.36,0.0,0.36,Breath of Fire II,81.0,16.0,8.3,29.0,Breath of Fire,1,4,1
5220,Call of Duty: Ghosts,WiiU,2013.0,Shooter,Activision,0.23,0.09,0.01,0.03,0.36,Call of Duty: Ghosts,78.0,49.0,4.0,1731.0,Call of Duty,1,4,1
5221,LEGO Racers,PS,1999.0,Racing,LEGO Media,0.2,0.14,0.0,0.02,0.36,LEGO Racers,0.0,4.0,8.4,39.0,,1,0,0
5222,NBA 2K12,Wii,2011.0,Sports,Take-Two Interactive,0.3,0.03,0.0,0.02,0.36,NBA 2K12,90.0,38.0,6.8,137.0,NBA 2K,1,4,1
5223,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009.0,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.36,Teenage Mutant Ninja Turtles: Smash-Up,67.0,34.0,8.1,25.0,,1,3,0
5224,Kinectimals: Now with Bears!,X360,2011.0,Misc,Microsoft Game Studios,0.27,0.06,0.0,0.03,0.36,Kinectimals: Now with Bears!,78.0,6.0,1.8,55.0,,1,4,0
5225,ESPN NFL Football,XB,2003.0,Sports,Sega,0.27,0.08,0.0,0.01,0.36,ESPN NFL Football,91.0,25.0,7.8,51.0,,1,4,0
5227,Naruto: Ultimate Ninja 3 (JP sales),PS2,2005.0,Fighting,Atari,0.0,0.0,0.36,0.0,0.36,Naruto: Ultimate Ninja 3,75.0,24.0,8.6,56.0,,1,4,0
5228,Just Dance 2016,X360,2015.0,Misc,Ubisoft,0.23,0.1,0.0,0.03,0.36,Just Dance 2016,73.0,7.0,6.9,14.0,Just Dance,1,3,1
5229,Worms: Open Warfare 2,DS,2007.0,Strategy,THQ,0.07,0.25,0.0,0.04,0.36,Worms: Open Warfare 2,80.0,26.0,8.0,29.0,Worms,1,4,1
5230,Rapala Pro Fishing,PS2,2004.0,Sports,Zoo Digital Publishing,0.18,0.14,0.0,0.05,0.36,Rapala Pro Fishing,59.0,6.0,8.7,32.0,Rapala,1,3,1
5232,Dark Void,PS3,2010.0,Action,Capcom,0.18,0.12,0.0,0.06,0.36,Dark Void,59.0,69.0,5.6,70.0,,1,3,0
5235,WWE '12,Wii,2011.0,Fighting,THQ,0.24,0.09,0.0,0.03,0.36,WWE '12,72.0,28.0,6.8,92.0,WWE 2K,1,3,1
5236,Disney's The Haunted Mansion,PS2,2003.0,Platform,Take-Two Interactive,0.18,0.14,0.0,0.05,0.36,The Haunted Mansion,69.0,17.0,8.1,14.0,,1,3,0
5237,Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,Arc the Lad: Twilight of the Spirits,72.0,39.0,8.4,44.0,Arc the Lad,1,3,1
5242,Tomb Raider (2013),PC,,Action,Square Enix,0.06,0.25,0.0,0.05,0.36,Tomb Raider,86.0,18.0,8.4,4640.0,Tomb Raider,1,4,1
5243,Chicken Shoot,Wii,2007.0,Action,Zoo Digital Publishing,0.33,0.01,0.0,0.02,0.36,Chicken Shoot,27.0,9.0,5.2,31.0,,1,2,0
5244,Company of Heroes 2,PC,2013.0,Strategy,THQ,0.06,0.25,0.0,0.05,0.36,Company of Heroes 2,80.0,82.0,2.2,5821.0,Company of Heroes,1,4,1
5245,Defiance,PS3,2013.0,Shooter,Trion Worlds,0.19,0.11,0.0,0.05,0.36,Defiance,59.0,21.0,6.8,147.0,,1,3,0
5246,We Sing Deutsche Hits,Wii,2011.0,Misc,Nordic Games,0.0,0.31,0.0,0.05,0.36,We Sing,2.0,2.0,,,,1,1,0
5247,Boxer's Road,PS,1995.0,Fighting,New,0.0,0.0,0.33,0.02,0.36,Ojoh's Boxer's Road,,,,,,1,4,0
5249,DanceDanceRevolution,Wii,2010.0,Simulation,Konami Digital Entertainment,0.29,0.04,0.0,0.02,0.36,DanceDanceRevolution,60.0,5.0,,,,1,3,0
5250,Harry Potter and the Chamber of Secrets,XB,2002.0,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36,Harry Potter and the Chamber of Secrets,77.0,8.0,8.4,200.0,,1,4,0
5251,EA Sports MMA,X360,2010.0,Fighting,Electronic Arts,0.23,0.1,0.0,0.03,0.36,EA Sports MMA,77.0,47.0,6.9,47.0,,1,4,0
5253,South Park Rally,PS,1998.0,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02,0.36,South Park Rally,0.0,4.0,4.4,10.0,South Park,1,0,1
5255,Monopoly,PS3,2008.0,Misc,Electronic Arts,0.25,0.06,0.0,0.04,0.36,Monopoly for Nintendo Switch,53.0,16.0,5.8,62.0,,1,3,0
5257,Arctic Thunder,PS2,2001.0,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,Arctic Thunder,57.0,17.0,,,,1,3,0
5258,G-Force,PSP,2009.0,Action,Electronic Arts,0.24,0.07,0.0,0.05,0.36,G-Force,61.0,4.0,7.9,23.0,,1,3,0
5259,NHL 2K10,PS2,2009.0,Sports,Take-Two Interactive,0.17,0.14,0.0,0.05,0.36,NHL 2K10,66.0,23.0,7.7,10.0,NHL 2K,1,3,1
5260,Football Manager Handheld 2010,PSP,2009.0,Sports,Sega,0.0,0.26,0.0,0.09,0.36,Football Manager Handheld 2010,69.0,10.0,,,,1,3,0
5264,Shrek,XB,2001.0,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,Shrek,49.0,19.0,4.6,20.0,,1,2,0
5268,Trauma Center: Second Opinion,Wii,2006.0,Simulation,Nintendo,0.28,0.02,0.03,0.03,0.35,Trauma Center: Second Opinion,80.0,49.0,8.0,51.0,Trauma Center,1,4,1
5270,Dark Souls III,XOne,2016.0,Role-Playing,Namco Bandai Games,0.23,0.09,0.0,0.03,0.35,Dark Souls III,89.0,69.0,8.9,4044.0,,1,4,0
5271,Cabela's Outdoor Adventures (2006),PS2,2005.0,Sports,Zoo Digital Publishing,0.17,0.14,0.0,0.05,0.35,Cabela's Outdoor Adventures (2006),0.0,4.0,,,,1,0,0
5273,Suikoden V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,Suikoden V,76.0,43.0,8.8,138.0,Suikoden,1,4,1
5275,Remember Me,PS3,2013.0,Action,Capcom,0.1,0.18,0.0,0.07,0.35,Remember Me,65.0,26.0,7.4,1122.0,,1,3,0
5276,Battalion Wars 2,Wii,2007.0,Strategy,Nintendo,0.22,0.03,0.08,0.02,0.35,Battalion Wars 2,75.0,38.0,7.8,56.0,Wars,1,4,1
5277,Outlaw Golf 2,PS2,2004.0,Sports,Global Star,0.17,0.14,0.0,0.05,0.35,Outlaw Golf 2,74.0,41.0,,,,1,3,0
5278,SpongeBob's Boating Bash,Wii,2010.0,Misc,THQ,0.25,0.07,0.0,0.03,0.35,SpongeBob's Boating Bash,2.0,2.0,,,SpongeBob SquarePants video games,1,1,1
5280,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010.0,Sports,Sega,0.09,0.2,0.0,0.07,0.35,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,56.0,39.0,,,,1,3,0
5282,Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,0.14,0.16,0.0,0.06,0.35,Mini Ninjas,74.0,14.0,8.0,106.0,,1,3,0
5283,Tekken Tag Tournament 2,X360,2012.0,Fighting,Namco Bandai Games,0.19,0.12,0.01,0.03,0.35,Tekken Tag Tournament 2,82.0,50.0,8.3,261.0,Tekken,1,4,1
5284,Batman: Rise of Sin Tzu,PS2,2003.0,Action,Ubisoft,0.17,0.13,0.0,0.05,0.35,Batman: Rise of Sin Tzu,63.0,21.0,8.1,21.0,,1,3,0
5285,Disney's Tarzan: Return to the Jungle,GBA,2002.0,Action,Activision,0.25,0.09,0.0,0.01,0.35,Disney's Tarzan: Return to the Jungle,68.0,8.0,,,,1,3,0
5286,Cabela's Dangerous Hunts,XB,2003.0,Sports,Zoo Digital Publishing,0.26,0.08,0.0,0.01,0.35,Cabela's Dangerous Hunts,57.0,4.0,8.3,40.0,,1,3,0
5287,Terminator Salvation,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0.0,0.04,0.35,Terminator Salvation,43.0,41.0,4.1,90.0,,1,2,0
5289,Fossil Fighters: Frontier,3DS,2014.0,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.35,Fossil Fighters: Frontier,57.0,25.0,4.9,29.0,Fossil Fighters,1,3,1
5291,Mega Man X3,SNES,1995.0,Action,Laguna,0.04,0.01,0.3,0.0,0.35,Mega Man X3,0.0,4.0,9.1,54.0,Mega Man X,1,0,1
5292,Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.17,0.15,0.0,0.04,0.35,Mini Ninjas,74.0,14.0,8.0,106.0,,1,3,0
5294,Bloody Roar 3,PS2,2001.0,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,Bloody Roar 3,71.0,20.0,8.5,39.0,Bloody Roar,1,3,1
5295,WWE Crush Hour,PS2,2003.0,Racing,THQ,0.17,0.13,0.0,0.04,0.35,WWE Crush Hour,56.0,13.0,,,,1,3,0
5296,Persona 2: Eternal Punishment,PS,2000.0,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,Persona 2: Eternal Punishment,83.0,11.0,4.5,238.0,Persona,1,4,1
5297,Star Wars: Flight of the Falcon,GBA,2003.0,Action,THQ,0.25,0.09,0.0,0.01,0.35,Star Wars: Flight of the Falcon,39.0,13.0,5.9,13.0,,1,2,0
5299,Pac-Man All-Stars,PS3,2011.0,Fighting,Namco Bandai Games,0.2,0.08,0.04,0.04,0.35,Pac-Man All-Stars,53.0,8.0,,,Pac-Man,1,3,1
5300,Def Jam Rapstar,Wii,2010.0,Misc,Konami Digital Entertainment,0.31,0.02,0.0,0.02,0.35,Def Jam Rapstar,75.0,25.0,,,,1,4,0
5301,SimCity Creator,DS,2008.0,Simulation,Electronic Arts,0.3,0.03,0.0,0.03,0.35,SimCity Creator,67.0,17.0,6.6,14.0,SimCity,1,3,1
5302,Hannah Montana: The Movie,Wii,2009.0,Adventure,Disney Interactive Studios,0.13,0.18,0.0,0.04,0.35,Hannah Montana: The Movie,25.0,4.0,4.0,50.0,,1,2,0
5303,Angry Birds Star Wars,Wii,2013.0,Strategy,Activision,0.21,0.1,0.0,0.03,0.35,Angry Birds Star Wars,47.0,5.0,2.3,95.0,,1,2,0
5304,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,,Action,,0.15,0.05,0.14,0.01,0.35,Dragon Ball Z: Budokai Tenkaichi 2,73.0,31.0,8.5,98.0,,1,3,0
5305,Mega Man ZX Advent,DS,2007.0,Platform,Capcom,0.23,0.0,0.09,0.02,0.35,Mega Man ZX Advent,78.0,27.0,8.8,89.0,Mega Man,1,4,1
5307,Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.05,0.19,0.03,0.07,0.35,Sniper: Ghost Warrior 2,52.0,24.0,5.9,397.0,Sniper: Ghost Warrior,1,3,1
5308,Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.11,0.17,0.0,0.06,0.35,Racquet Sports,45.0,17.0,,,,1,2,0
5310,Supreme Commander 2,X360,2010.0,Strategy,Square Enix,0.23,0.1,0.0,0.03,0.35,Supreme Commander 2,77.0,54.0,6.2,825.0,Supreme Commander,1,4,1
5311,Resident Evil: Dead Aim,PS2,2003.0,Action,Capcom,0.17,0.13,0.0,0.04,0.35,Resident Evil: Dead Aim,65.0,28.0,6.7,95.0,Gun Survivor,1,3,1
5313,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003.0,Action,THQ,0.25,0.09,0.0,0.01,0.35,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,3.0,1.0,,,,1,1,0
5317,Xbox Music Mixer,XB,2003.0,Misc,Microsoft Game Studios,0.26,0.08,0.0,0.01,0.35,Xbox Music Mixer,49.0,12.0,,,,1,2,0
5318,WWE All Stars,X360,2011.0,Fighting,THQ,0.18,0.14,0.0,0.03,0.35,WWE All Stars,75.0,51.0,6.6,42.0,,1,4,0
5319,The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,0.13,0.16,0.01,0.06,0.35,The Shoot,60.0,39.0,6.5,16.0,,1,3,0
5320,College Hoops 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.17,0.13,0.0,0.04,0.35,College Hoops 2K8,81.0,21.0,7.1,17.0,,1,4,0
5321,Guitar Hero: Metallica,PS2,2009.0,Misc,Activision,0.17,0.13,0.0,0.04,0.35,Guitar Hero: Metallica,86.0,44.0,8.2,57.0,Guitar Hero,1,4,1
5322,Guilty Gear X2,PS2,2002.0,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,Guilty Gear X2,87.0,31.0,8.7,45.0,Guilty Gear,1,4,1
5323,MotoGP 08,X360,2008.0,Racing,Capcom,0.11,0.2,0.0,0.04,0.35,MotoGP 08,65.0,9.0,,,MotoGP,1,3,1
5324,Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010.0,Strategy,Konami Digital Entertainment,0.13,0.05,0.14,0.03,0.35,Yu-Gi-Oh! 5D's Tag Force 5,0.0,4.0,7.2,13.0,,1,0,0
5325,Enemy Territory: Quake Wars,PS3,2008.0,Shooter,Activision,0.23,0.07,0.0,0.04,0.35,Enemy Territory: Quake Wars,84.0,55.0,8.3,243.0,Quake,1,4,1
5326,Tom Clancy's Rainbow Six: Lockdown,PS2,2005.0,Shooter,Ubisoft,0.17,0.13,0.0,0.04,0.35,Tom Clancy's Rainbow Six: Lockdown,59.0,17.0,6.2,108.0,Tom Clancy's Rainbow Six,1,3,1
5327,From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.32,0.02,0.35,One Piece,,,,,,1,4,0
5328,The Tale of Despereaux,PS2,2008.0,Platform,Brash Entertainment,0.17,0.13,0.0,0.04,0.35,The Tale of Despereaux,75.0,5.0,,,,1,4,0
5329,Aggressive Inline,PS2,2002.0,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35,Aggressive Inline,88.0,16.0,,,,1,4,0
5330,Karaoke Revolution,PS2,2003.0,Misc,Konami Digital Entertainment,0.17,0.13,0.0,0.04,0.35,Karaoke Revolution,83.0,29.0,8.7,18.0,,1,4,0
5331,NFL Street,GC,2004.0,Sports,Electronic Arts,0.27,0.07,0.0,0.01,0.35,NFL Street,80.0,36.0,8.8,50.0,NFL Street,1,4,1
5332,Hello Kitty Daily,DS,2008.0,Misc,Nobilis,0.32,0.0,0.0,0.03,0.35,Hello Kitty Daily,1.0,3.0,,,,1,1,0
5333,Metal Arms: Glitch in the System,PS2,2003.0,Shooter,Vivendi Games,0.17,0.13,0.0,0.04,0.35,Metal Arms: Glitch in the System,83.0,30.0,8.5,29.0,,1,4,0
5339,Lunar 2: Eternal Blue Complete,PS,1999.0,Role-Playing,Kadokawa Shoten,0.19,0.13,0.0,0.02,0.35,Lunar 2: Eternal Blue Complete,86.0,12.0,8.8,61.0,Lunar,1,4,1
5340,Street Fighter Alpha: Warriors' Dreams,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.35,0.0,0.35,Street Fighter Alpha,0.0,4.0,,,Street Fighter Alpha,1,0,1
5341,Rugrats: Royal Ransom,PS2,2002.0,Platform,THQ,0.17,0.13,0.0,0.04,0.35,Rugrats: Royal Ransom,2.0,2.0,6.5,12.0,,1,1,0
5342,Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010.0,Adventure,Disney Interactive Studios,0.18,0.14,0.0,0.03,0.35,Disney Fairies: Tinker Bell and the Great Fairy Rescue,1.0,3.0,,,,1,1,0
5343,MLB 06: The Show,PSP,2006.0,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,0.35,MLB 06: The Show,83.0,30.0,8.6,32.0,MLB: The Show,1,4,1
5344,F1 Race Stars,PS3,2012.0,Racing,Codemasters,0.06,0.21,0.0,0.08,0.35,F1 Race Stars,62.0,8.0,5.6,58.0,EA Sports F1 series,1,3,1
5345,Over the Hedge,GC,2006.0,Platform,Activision,0.27,0.07,0.0,0.01,0.35,Over the Hedge,58.0,29.0,8.5,21.0,,1,3,0
5346,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011.0,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.35,Naruto Shippuden: Ultimate Ninja Impact,59.0,16.0,7.3,47.0,Naruto: Ultimate Ninja,1,3,1
5347,Just Dance 2016,PS4,2015.0,Misc,Ubisoft,0.16,0.13,0.0,0.06,0.35,Just Dance 2016,0.0,4.0,,,Just Dance,1,0,1
5348,Charlie and the Chocolate Factory,PS2,2005.0,Adventure,Global Star,0.17,0.13,0.0,0.04,0.35,Charlie and the Chocolate Factory,35.0,21.0,4.1,29.0,,1,2,0
5349,Pirates of the Caribbean: At World's End,DS,2007.0,Action,Disney Interactive Studios,0.3,0.01,0.01,0.03,0.35,Pirates of the Caribbean: At World's End,55.0,24.0,7.0,32.0,,1,3,0
5352,Style Lab: Jewelry Design,DS,2009.0,Simulation,Ubisoft,0.32,0.0,0.0,0.02,0.34,Style Lab: Jewelry Design,,,,,,1,4,0
5355,LEGO Pirates of the Caribbean: The Video Game,PSP,2011.0,Action,Disney Interactive Studios,0.11,0.15,0.0,0.08,0.34,LEGO Pirates of the Caribbean: The Video Game,73.0,54.0,7.3,44.0,,1,3,0
5356,The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.25,0.09,0.0,0.01,0.34,The Wild Thornberrys Movie,0.0,4.0,,,,1,0,0
5357,High School Musical 3: Senior Year DANCE!,PS2,2008.0,Misc,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,High School Musical 3: Senior Year DANCE!,1.0,3.0,,,,1,1,0
5358,Dynasty Warriors 5 Empires,PS2,2006.0,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,Dynasty Warriors 5 Empires,62.0,23.0,8.2,32.0,Dynasty Warriors,1,3,1
5359,SoulCalibur,DC,1999.0,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34,SoulCalibur VI,84.0,78.0,6.6,338.0,,1,4,0
5361,Etrian Odyssey,DS,2007.0,Role-Playing,Nintendo,0.2,0.03,0.09,0.02,0.34,Etrian Odyssey,75.0,30.0,8.5,45.0,,1,4,0
5362,Conan,PS3,2007.0,Action,THQ,0.13,0.15,0.0,0.06,0.34,Conan Exiles,68.0,24.0,6.6,206.0,,1,3,0
5363,Classic NES Series: Ice Climber,GBA,2004.0,Platform,Nintendo,0.1,0.04,0.2,0.01,0.34,Classic NES Series: Ice Climber,66.0,12.0,,,,1,3,0
5367,Tenchu Z,X360,2006.0,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,Tenchu Z,56.0,51.0,7.3,73.0,Tenchu,1,3,1
5368,Freeway,2600,1980.0,Action,Activision,0.32,0.02,0.0,0.0,0.34,Freeways,0.0,4.0,,,,1,0,0
5369,Driver 2 Advance,GBA,2002.0,Action,Atari,0.25,0.09,0.0,0.01,0.34,Driver 2 Advance,73.0,9.0,6.3,16.0,Driver,1,3,1
5370,Monster Rancher 4,PS2,2003.0,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,Monster Rancher 4,77.0,21.0,8.5,25.0,Monster Rancher,1,4,1
5371,Iron Man 2,DS,2010.0,Action,Sega,0.15,0.16,0.0,0.03,0.34,Iron Man 2,41.0,28.0,5.3,42.0,,1,2,0
5372,Chicken Riot,Wii,2010.0,Action,City Interactive,0.15,0.16,0.0,0.03,0.34,Chicken Riot,1.0,3.0,,,,1,1,0
5373,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004.0,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,65.0,34.0,8.8,25.0,,1,3,0
5374,Iron Storm,SAT,1995.0,Shooter,Sega,0.0,0.0,0.34,0.0,0.34,Iron Storm,69.0,16.0,5.8,28.0,,1,3,0
5378,Radiant Historia,DS,2010.0,Role-Playing,Atlus,0.24,0.0,0.09,0.02,0.34,Radiant Historia: Perfect Chronology,85.0,44.0,8.5,86.0,,1,4,0
5379,Marvel Super Heroes,PS,1997.0,Fighting,Virgin Interactive,0.19,0.13,0.0,0.02,0.34,LEGO Marvel Super Heroes,83.0,22.0,7.6,374.0,,1,4,0
5380,Super Bust-A-Move,PS2,2000.0,Puzzle,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.34,Super Bust-A-Move,75.0,11.0,,,Puzzle Bobble,1,4,1
5381,Hitman: Contracts,XB,2004.0,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34,Hitman: Contracts,74.0,27.0,7.7,259.0,Hitman,1,3,1
5382,Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,0.34,Thunderstrike: Operation Phoenix,65.0,15.0,,,,1,3,0
5385,LEGO Marvel's Avengers,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.17,0.15,0.0,0.03,0.34,LEGO Marvel's Avengers,71.0,70.0,7.1,135.0,Lego Marvel,1,3,1
5386,Kameo: Elements of Power,X360,2005.0,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34,Kameo: Elements of Power,79.0,76.0,7.9,134.0,,1,4,0
5387,Power Rangers Samurai,Wii,2011.0,Action,Namco Bandai Games,0.29,0.03,0.0,0.02,0.34,Power Rangers Samurai,45.0,4.0,,,,1,2,0
5388,WWE Day of Reckoning 2,GC,2005.0,Fighting,THQ,0.26,0.07,0.0,0.01,0.34,WWE Day of Reckoning 2,76.0,36.0,6.1,267.0,,1,4,0
5389,Dynasty Warriors 6 Empires,PS3,2009.0,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,Dynasty Warriors 6 Empires,62.0,22.0,7.1,27.0,Dynasty Warriors,1,3,1
5390,The Urbz: Sims in the City,XB,2004.0,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34,The Urbz: Sims in the City,70.0,25.0,8.2,28.0,The Sims,1,3,1
5391,Fantastic Voyage,2600,1981.0,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34,Fantastic Voyage,,,,,,1,4,0
5392,The Adventures of Tintin: The Game,Wii,2011.0,Action,Ubisoft,0.13,0.17,0.0,0.04,0.34,The Adventures of Tintin: The Game,59.0,27.0,6.7,23.0,,1,3,0
5393,Bee Movie Game,Wii,2007.0,Action,Activision,0.31,0.01,0.0,0.03,0.34,Bee Movie Game,70.0,5.0,8.8,20.0,,1,3,0
5394,Silent Hill HD Collection,PS3,2012.0,Action,Konami Digital Entertainment,0.15,0.11,0.03,0.05,0.34,Silent Hill HD Collection,69.0,17.0,5.7,116.0,Silent Hill,1,3,1
5397,Bank Heist,2600,1982.0,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34,Payday 2: The Big Bank Heist,1.0,3.0,,,,1,1,0
5398,Harry Potter and the Half-Blood Prince,PS3,2009.0,Action,Electronic Arts,0.15,0.13,0.0,0.06,0.34,Harry Potter and the Half-Blood Prince,64.0,14.0,5.1,72.0,,1,3,0
5399,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.22,0.09,0.0,0.03,0.34,Tom Clancy's Ghost Recon: Shadow Wars,77.0,49.0,7.8,84.0,Tom Clancy's Ghost Recon,1,4,1
5401,MX vs. ATV Untamed,Wii,2008.0,Racing,THQ,0.29,0.03,0.0,0.03,0.34,MX vs. ATV Untamed,70.0,43.0,6.9,19.0,MX vs. ATV,1,3,1
5402,Carnival,2600,1981.0,Shooter,Coleco,0.32,0.02,0.0,0.0,0.34,Carnival Games for Nintendo Switch,49.0,7.0,,,,1,2,0
5404,Leisure Suit Larry: Magna Cum Laude,PS2,2004.0,Adventure,Vivendi Games,0.17,0.13,0.0,0.04,0.34,Leisure Suit Larry: Magna Cum Laude,59.0,37.0,5.2,45.0,Leisure Suit Larry,1,3,1
5406,MVP 06 NCAA Baseball,XB,2006.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.34,MVP 06 NCAA Baseball,76.0,27.0,8.6,20.0,MVP Baseball,1,4,1
5408,Point Blank,PS,1997.0,Shooter,Sony Computer Entertainment,0.05,0.03,0.23,0.02,0.34,Point Blank Games,,,,,,1,4,0
5409,Bookworm,DS,2009.0,Puzzle,PopCap Games,0.31,0.01,0.0,0.02,0.34,Bookworm Adventures Deluxe,82.0,7.0,8.0,26.0,,1,4,0
5410,Smart Girl's Party Game,DS,2008.0,Misc,505 Games,0.31,0.0,0.0,0.02,0.34,Smart Girl's Party Game,0.0,4.0,,,,1,0,0
5411,Rayman Legends,XOne,2014.0,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34,Rayman Legends,90.0,16.0,8.4,962.0,,1,4,0
5412,Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.28,0.01,0.03,0.02,0.34,Puzzle Quest: Challenge of the Warlords,82.0,41.0,8.3,37.0,Warlords,1,4,1
5413,Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.14,0.02,0.16,0.02,0.34,Star Ocean: Second Evolution,75.0,37.0,7.8,38.0,Star Ocean,1,4,1
5414,My Baby Boy,DS,2008.0,Simulation,Nobilis,0.3,0.02,0.0,0.03,0.34,My Baby Boy,0.0,4.0,,,,1,0,0
5415,Tiny Tank,PS,1998.0,Action,Sony Computer Entertainment,0.19,0.13,0.0,0.02,0.34,Tiny Tanks,0.0,4.0,,,,1,0,0
5416,Jonah Lomu Rugby Challenge,X360,2011.0,Sports,Home Entertainment Suppliers,0.09,0.21,0.0,0.04,0.34,Jonah Lomu Rugby Challenge,73.0,14.0,,,,1,3,0
5417,Spy Hunter,XB,2002.0,Racing,Midway Games,0.25,0.07,0.0,0.01,0.34,Spy Hunter,71.0,19.0,,,,1,3,0
5418,Angry Birds Star Wars,3DS,2013.0,Strategy,Activision,0.15,0.15,0.0,0.03,0.34,Angry Birds Star Wars,47.0,5.0,2.3,95.0,,1,2,0
5419,Imagine: Movie Star,DS,2008.0,Simulation,Ubisoft,0.31,0.0,0.0,0.02,0.34,Imagine: Movie Star,1.0,3.0,,,Imagine,1,1,1
5420,NHL 09,PS3,2008.0,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.34,NHL 09,62.0,6.0,4.4,36.0,NHL,1,3,1
5421,Zoo Tycoon (2013),XOne,2013.0,Simulation,Microsoft Game Studios,0.18,0.13,0.0,0.03,0.34,Zoo Tycoon,68.0,45.0,3.2,323.0,Zoo Tycoon,1,3,1
5422,Herbie: Fully Loaded,GBA,2005.0,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.34,Herbie: Fully Loaded,47.0,9.0,,,,1,2,0
5423,The Sims 3: Town Life Stuff,PC,2011.0,Simulation,Electronic Arts,0.11,0.17,0.0,0.05,0.34,The Sims 3: Town Life Stuff,1.0,3.0,6.0,16.0,The Sims,1,1,1
